Live Time (s), 589248
Real Time (s), 589248
Energy, Data
0.333609,80
1.01113,46568
1.68866,49364
2.36618,4419
3.0437,3670
3.72123,11728
4.39875,13847
5.07628,17256
5.7538,18204
6.43133,18089
7.10885,17807
7.78638,17470
8.4639,21909
9.14143,70919
9.81895,46607
10.4965,21178
11.174,10813
11.8515,7409
12.5291,4707
13.2066,4352
13.8841,4135
14.5616,3780
15.2392,3511
15.9167,3387
16.5942,3397
17.2717,3183
17.9493,3137
18.6268,2978
19.3043,3019
19.9819,2925
20.6594,2839
21.3369,2767
22.0144,2818
22.692,2741
23.3695,2788
24.047,2582
24.7246,2647
25.4021,2608
26.0796,2446
26.7571,2563
27.4347,2550
28.1122,2459
28.7897,2372
29.4673,2385
30.1448,2426
30.8223,2298
31.4999,2362
32.1774,2300
32.8549,2342
33.5325,2320
34.21,2262
34.8875,2235
35.565,2170
36.2426,2157
36.9201,2173
37.5976,2088
38.2752,2172
38.9527,2119
39.6302,2089
40.3078,2154
40.9853,2099
41.6628,2096
42.3404,2087
43.0179,2085
43.6954,2084
44.373,2052
45.0505,1986
45.728,2052
46.4056,2005
47.0831,2060
47.7607,1995
48.4382,1961
49.1157,1965
49.7933,1965
50.4708,2002
51.1483,2035
51.8259,2059
52.5034,1995
53.1809,2088
53.8585,2104
54.536,1955
55.2135,1981
55.8911,1963
56.5686,2053
57.2462,1961
57.9237,2042
58.6012,2156
59.2788,2627
59.9563,2366
60.6338,2115
61.3114,2091
61.9889,2154
62.6665,2228
63.344,2337
64.0215,2191
64.6991,2161
65.3766,2239
66.0542,2208
66.7317,2263
67.4092,2188
68.0868,2294
68.7643,2339
69.4419,2282
70.1194,2296
70.7969,2455
71.4745,2366
72.152,2526
72.8296,3085
73.5071,2597
74.1846,3375
74.8622,5239
75.5397,3243
76.2173,2862
76.8948,5266
77.5723,3924
78.2499,2394
78.9274,2408
79.605,2408
80.2825,2409
80.9601,2427
81.6376,2389
82.3152,2356
82.9927,2467
83.6702,2913
84.3478,3260
85.0253,3142
85.7029,2566
86.3804,2827
87.058,3926
87.7355,3277
88.4131,2480
89.0906,2481
89.7681,3252
90.4457,2744
91.1232,2379
91.8008,2568
92.4783,3326
93.1559,3400
93.8334,2846
94.511,2465
95.1885,2481
95.8661,2548
96.5436,2440
97.2212,2421
97.8987,2522
98.5762,2439
99.2538,2648
99.9313,2603
100.609,2525
101.286,2366
101.964,2541
102.642,2391
103.319,2536
103.997,2607
104.674,2528
105.352,2801
106.029,2652
106.707,2619
107.384,2475
108.062,2582
108.739,2654
109.417,2651
110.095,2703
110.772,2659
111.45,2632
112.127,2626
112.805,2777
113.482,2620
114.16,2675
114.837,2869
115.515,2786
116.193,2636
116.87,2717
117.548,2628
118.225,2648
118.903,2680
119.58,2732
120.258,2684
120.935,2850
121.613,2705
122.291,2818
122.968,2750
123.646,2699
124.323,2812
125.001,2805
125.678,2842
126.356,2867
127.033,2806
127.711,2813
128.389,2900
129.066,3366
129.744,2943
130.421,2769
131.099,2924
131.776,2787
132.454,2805
133.131,2736
133.809,2906
134.487,2894
135.164,2763
135.842,2857
136.519,2824
137.197,2973
137.874,2865
138.552,2785
139.229,2794
139.907,2767
140.585,2815
141.262,2925
141.94,2836
142.617,2825
143.295,2903
143.972,2972
144.65,2925
145.327,2888
146.005,2939
146.683,2885
147.36,2940
148.038,2851
148.715,2821
149.393,2859
150.07,2875
150.748,2851
151.425,2828
152.103,2851
152.781,2783
153.458,2977
154.136,3044
154.813,2811
155.491,2678
156.168,2717
156.846,2742
157.524,2725
158.201,2838
158.879,2832
159.556,2856
160.234,2756
160.911,2794
161.589,2735
162.266,2713
162.944,2733
163.622,2706
164.299,2833
164.977,2644
165.654,2738
166.332,2828
167.009,2699
167.687,2652
168.365,2722
169.042,2706
169.72,2665
170.397,2604
171.075,2719
171.752,2632
172.43,2771
173.107,2651
173.785,2655
174.463,2658
175.14,2720
175.818,2642
176.495,2619
177.173,2731
177.85,2600
178.528,2783
179.206,2654
179.883,2485
180.561,2607
181.238,2615
181.916,2571
182.593,2515
183.271,2596
183.949,2602
184.626,2626
185.304,3175
185.981,3977
186.659,3208
187.336,2697
188.014,2487
188.692,2437
189.369,2470
190.047,2497
190.724,2509
191.402,2594
192.079,2544
192.757,2503
193.435,2445
194.112,2434
194.79,2463
195.467,2521
196.145,2479
196.822,2545
197.5,2507
198.178,2461
198.855,2562
199.533,2516
200.21,2449
200.888,2382
201.565,2430
202.243,2382
202.921,2444
203.598,2403
204.276,2450
204.953,2471
205.631,2352
206.308,2311
206.986,2387
207.664,2358
208.341,2549
209.019,3079
209.696,3012
210.374,2372
211.051,2295
211.729,2370
212.407,2275
213.084,2271
213.762,2237
214.439,2232
215.117,2256
215.794,2351
216.472,2363
217.15,2323
217.827,2380
218.505,2279
219.182,2273
219.86,2193
220.538,2244
221.215,2308
221.893,2227
222.57,2354
223.248,2221
223.925,2275
224.603,2352
225.281,2188
225.958,2281
226.636,2264
227.313,2164
227.991,2173
228.668,2076
229.346,2128
230.024,2166
230.701,2069
231.379,2143
232.056,2182
232.734,2056
233.412,2239
234.089,2201
234.767,2154
235.444,2133
236.122,2300
236.799,2232
237.477,2560
238.155,7774
238.832,12777
239.51,4298
240.187,2263
240.865,3109
241.543,3431
242.22,3583
242.898,2285
243.575,1972
244.253,1893
244.93,1863
245.608,1915
246.286,1867
246.963,1992
247.641,1924
248.318,1895
248.996,1842
249.674,1825
250.351,1874
251.029,1803
251.706,1895
252.384,1855
253.061,1776
253.739,1795
254.417,1845
255.094,1810
255.772,1917
256.449,1863
257.127,1874
257.805,1821
258.482,1831
259.16,1928
259.837,1826
260.515,1771
261.193,1792
261.87,1733
262.548,1724
263.225,1779
263.903,1715
264.58,1684
265.258,1696
265.936,1713
266.613,1646
267.291,1721
267.968,1651
268.646,1733
269.324,1983
270.001,2422
270.679,2284
271.356,1862
272.034,1764
272.712,1636
273.389,1657
274.067,1717
274.744,1704
275.422,1736
276.099,1668
276.777,1868
277.455,2152
278.132,1782
278.81,1647
279.487,1617
280.165,1543
280.843,1559
281.52,1541
282.198,1592
282.875,1547
283.553,1646
284.231,1598
284.908,1577
285.586,1648
286.263,1557
286.941,1536
287.619,1632
288.296,1513
288.974,1566
289.651,1567
290.329,1471
291.007,1516
291.684,1471
292.362,1490
293.039,1515
293.717,1625
294.395,2139
295.072,4778
295.75,3617
296.427,1705
297.105,1504
297.783,1375
298.46,1434
299.138,1511
299.815,2029
300.493,2040
301.17,1506
301.848,1465
302.526,1511
303.203,1477
303.881,1406
304.558,1454
305.236,1368
305.914,1413
306.591,1383
307.269,1406
307.946,1397
308.624,1353
309.302,1415
309.979,1407
310.657,1371
311.334,1381
312.012,1378
312.69,1407
313.367,1367
314.045,1404
314.722,1290
315.4,1324
316.078,1325
316.755,1387
317.433,1307
318.11,1344
318.788,1278
319.466,1327
320.143,1309
320.821,1282
321.498,1362
322.176,1357
322.854,1283
323.531,1282
324.209,1356
324.887,1279
325.564,1319
326.242,1282
326.919,1311
327.597,1613
328.275,1756
328.952,1403
329.63,1359
330.307,1364
330.985,1280
331.663,1262
332.34,1368
333.018,1507
333.695,3178
334.373,3519
335.051,1223
335.728,1204
336.406,1237
337.083,1245
337.761,1970
338.439,3333
339.116,2179
339.794,1299
340.471,1176
341.149,1272
341.827,1212
342.504,1199
343.182,1153
343.859,1150
344.537,1175
345.215,1191
345.892,1215
346.57,1141
347.247,1179
347.925,1123
348.603,1194
349.28,1098
349.958,1100
350.636,1288
351.313,2997
351.991,6770
352.668,4370
353.346,1439
354.024,1062
354.701,1118
355.379,1110
356.056,1061
356.734,1151
357.412,1054
358.089,1037
358.767,1046
359.444,1054
360.122,1084
360.8,1031
361.477,1039
362.155,1063
362.833,1052
363.51,1051
364.188,1068
364.865,1080
365.543,1070
366.221,1019
366.898,1050
367.576,1105
368.253,985
368.931,1063
369.609,1005
370.286,1011
370.964,1000
371.642,1016
372.319,988
372.997,1002
373.674,1085
374.352,969
375.03,1003
375.707,1017
376.385,1015
377.062,1062
377.74,992
378.418,961
379.095,1001
379.773,996
380.451,983
381.128,985
381.806,995
382.483,1041
383.161,999
383.839,931
384.516,986
385.194,1006
385.871,918
386.549,995
387.227,1014
387.904,989
388.582,1014
389.26,964
389.937,977
390.615,967
391.292,970
391.97,929
392.648,958
393.325,916
394.003,968
394.681,925
395.358,926
396.036,921
396.713,884
397.391,944
398.069,921
398.746,925
399.424,950
400.102,942
400.779,958
401.457,951
402.134,943
402.812,940
403.49,881
404.167,924
404.845,942
405.523,965
406.2,905
406.878,919
407.555,882
408.233,886
408.911,962
409.588,1160
410.266,1066
410.944,958
411.621,854
412.299,904
412.976,882
413.654,883
414.332,874
415.009,942
415.687,903
416.365,867
417.042,878
417.72,828
418.397,844
419.075,872
419.753,858
420.43,771
421.108,840
421.786,865
422.463,873
423.141,853
423.818,862
424.496,839
425.174,871
425.851,828
426.529,889
427.207,925
427.884,844
428.562,846
429.239,831
429.917,816
430.595,764
431.272,818
431.95,808
432.628,837
433.305,823
433.983,786
434.66,784
435.338,769
436.016,785
436.693,739
437.371,814
438.049,824
438.726,932
439.404,952
440.082,823
440.759,798
441.437,790
442.114,826
442.792,841
443.47,756
444.147,760
444.825,794
445.503,766
446.18,754
446.858,754
447.535,771
448.213,788
448.891,831
449.568,761
450.246,778
450.924,790
451.601,808
452.279,825
452.957,804
453.634,797
454.312,761
454.99,753
455.667,723
456.345,771
457.022,729
457.7,796
458.378,752
459.055,742
459.733,738
460.411,759
461.088,731
461.766,804
462.443,951
463.121,1331
463.799,1105
464.476,833
465.154,714
465.832,701
466.509,663
467.187,770
467.865,731
468.542,707
469.22,727
469.898,732
470.575,712
471.253,748
471.93,759
472.608,731
473.286,696
473.963,723
474.641,689
475.319,711
475.996,687
476.674,713
477.352,669
478.029,682
478.707,664
479.384,665
480.062,701
480.74,716
481.417,676
482.095,668
482.773,665
483.45,644
484.128,694
484.806,676
485.483,627
486.161,652
486.839,680
487.516,728
488.194,664
488.871,662
489.549,634
490.227,662
490.904,687
491.582,631
492.26,655
492.937,642
493.615,657
494.293,635
494.97,621
495.648,630
496.326,602
497.003,644
497.681,607
498.359,617
499.036,633
499.714,558
500.391,633
501.069,646
501.747,631
502.424,631
503.102,624
503.78,613
504.457,660
505.135,607
505.813,596
506.49,605
507.168,627
507.846,710
508.523,814
509.201,1111
509.879,1823
510.556,2999
511.234,3436
511.911,2537
512.589,1621
513.267,1002
513.944,745
514.622,664
515.3,621
515.977,590
516.655,600
517.333,582
518.01,566
518.688,599
519.366,583
520.043,566
520.721,563
521.399,563
522.076,582
522.754,556
523.432,543
524.109,592
524.787,547
525.465,577
526.142,548
526.82,548
527.497,527
528.175,551
528.853,585
529.53,581
530.208,519
530.886,573
531.563,572
532.241,498
532.919,580
533.596,551
534.274,542
534.952,536
535.629,506
536.307,552
536.985,534
537.662,519
538.34,556
539.018,536
539.695,525
540.373,566
541.051,530
541.728,513
542.406,535
543.084,534
543.761,506
544.439,501
545.117,486
545.794,554
546.472,519
547.15,491
547.827,531
548.505,536
549.182,536
549.86,521
550.538,500
551.215,547
551.893,474
552.571,565
553.248,486
553.926,497
554.604,500
555.281,541
555.959,490
556.637,464
557.314,485
557.992,522
558.67,461
559.347,494
560.025,478
560.703,529
561.38,491
562.058,542
562.736,578
563.413,568
564.091,531
564.769,514
565.446,486
566.124,469
566.802,501
567.479,517
568.157,477
568.835,542
569.512,503
570.19,526
570.868,508
571.545,527
572.223,479
572.901,514
573.578,482
574.256,495
574.934,464
575.611,499
576.289,444
576.967,495
577.644,504
578.322,465
579,493
579.677,505
580.355,528
581.033,527
581.71,565
582.388,1193
583.066,2990
583.743,2898
584.421,1051
585.099,484
585.776,488
586.454,480
587.132,433
587.809,478
588.487,438
589.165,496
589.842,451
590.52,451
591.198,452
591.875,475
592.553,471
593.231,485
593.908,475
594.586,449
595.264,487
595.941,456
596.619,504
597.297,480
597.974,470
598.652,484
599.33,461
600.007,484
600.685,463
601.363,491
602.04,487
602.718,453
603.396,467
604.073,460
604.751,494
605.429,447
606.106,477
606.784,453
607.462,479
608.139,705
608.817,2318
609.495,4289
610.172,2598
610.85,771
611.528,456
612.206,446
612.883,464
613.561,472
614.239,489
614.916,440
615.594,445
616.272,462
616.949,469
617.627,479
618.305,409
618.982,433
619.66,446
620.338,421
621.015,415
621.693,433
622.371,428
623.048,456
623.726,412
624.404,424
625.081,415
625.759,442
626.437,395
627.114,449
627.792,432
628.47,421
629.147,431
629.825,399
630.503,445
631.18,408
631.858,452
632.536,396
633.214,428
633.891,428
634.569,417
635.247,399
635.924,428
636.602,402
637.28,447
637.957,428
638.635,420
639.313,402
639.99,427
640.668,433
641.346,433
642.023,437
642.701,404
643.379,416
644.056,410
644.734,396
645.412,414
646.089,400
646.767,396
647.445,403
648.122,408
648.8,411
649.478,413
650.156,395
650.833,477
651.511,405
652.189,405
652.866,437
653.544,425
654.222,399
654.899,385
655.577,411
656.255,404
656.932,399
657.61,421
658.288,413
658.965,416
659.643,405
660.321,579
660.999,2172
661.676,6070
662.354,5602
663.032,1800
663.709,460
664.387,426
665.065,453
665.742,515
666.42,486
667.098,387
667.775,385
668.453,413
669.131,411
669.808,419
670.486,416
671.164,377
671.842,371
672.519,394
673.197,391
673.875,428
674.552,396
675.23,376
675.908,415
676.585,402
677.263,400
677.941,363
678.618,403
679.296,363
679.974,382
680.652,397
681.329,378
682.007,414
682.685,399
683.362,409
684.04,384
684.718,375
685.395,385
686.073,395
686.751,397
687.428,392
688.106,406
688.784,402
689.462,368
690.139,371
690.817,391
691.495,357
692.172,382
692.85,395
693.528,419
694.205,425
694.883,379
695.561,391
696.238,392
696.916,388
697.594,378
698.272,388
698.949,401
699.627,388
700.305,387
700.982,388
701.66,397
702.338,417
703.015,442
703.693,421
704.371,380
705.049,369
705.726,411
706.404,375
707.082,388
707.759,400
708.437,378
709.115,380
709.792,355
710.47,368
711.148,372
711.826,354
712.503,360
713.181,398
713.859,389
714.536,369
715.214,392
715.892,343
716.569,354
717.247,352
717.925,367
718.603,394
719.28,378
719.958,375
720.636,421
721.313,366
721.991,398
722.669,376
723.346,370
724.024,355
724.702,369
725.38,360
726.057,412
726.735,570
727.413,938
728.09,870
728.768,470
729.446,366
730.123,339
730.801,346
731.479,353
732.157,365
732.834,334
733.512,402
734.19,354
734.867,378
735.545,343
736.223,327
736.901,370
737.578,351
738.256,376
738.934,346
739.611,352
740.289,362
740.967,378
741.644,368
742.322,384
743,330
743.678,356
744.355,353
745.033,353
745.711,348
746.388,354
747.066,320
747.744,384
748.422,355
749.099,340
749.777,325
750.455,349
751.132,358
751.81,368
752.488,347
753.165,392
753.843,362
754.521,371
755.199,391
755.876,401
756.554,401
757.232,328
757.909,320
758.587,359
759.265,366
759.943,329
760.62,319
761.298,351
761.976,324
762.653,343
763.331,400
764.009,353
764.687,347
765.364,334
766.042,366
766.72,393
767.397,363
768.075,528
768.753,605
769.431,531
770.108,371
770.786,370
771.464,363
772.141,416
772.819,422
773.497,390
774.175,354
774.852,316
775.53,327
776.208,357
776.885,333
777.563,343
778.241,334
778.919,320
779.596,337
780.274,322
780.952,332
781.629,352
782.307,372
782.985,345
783.663,330
784.34,327
785.018,357
785.696,431
786.373,472
787.051,359
787.729,333
788.407,328
789.084,315
789.762,316
790.44,325
791.117,329
791.795,339
792.473,333
793.151,293
793.828,342
794.506,454
795.184,629
795.862,532
796.539,359
797.217,343
797.895,324
798.572,316
799.25,317
799.928,315
800.606,361
801.283,315
801.961,336
802.639,365
803.316,396
803.994,414
804.672,354
805.35,330
806.027,409
806.705,387
807.383,329
808.061,311
808.738,317
809.416,355
810.094,330
810.771,298
811.449,339
812.127,301
812.805,294
813.482,316
814.16,318
814.838,323
815.516,322
816.193,347
816.871,332
817.549,318
818.226,323
818.904,320
819.582,304
820.26,339
820.937,309
821.615,326
822.293,320
822.97,329
823.648,320
824.326,309
825.004,322
825.681,339
826.359,343
827.037,302
827.715,325
828.392,350
829.07,319
829.748,339
830.425,323
831.103,341
831.781,323
832.459,344
833.136,325
833.814,315
834.492,310
835.17,389
835.847,448
836.525,407
837.203,346
837.88,323
838.558,331
839.236,347
839.914,345
840.591,392
841.269,381
841.947,325
842.625,300
843.302,298
843.98,295
844.658,312
845.336,309
846.013,339
846.691,308
847.369,307
848.047,322
848.724,283
849.402,295
850.08,307
850.757,304
851.435,348
852.113,306
852.791,301
853.468,316
854.146,296
854.824,337
855.502,290
856.179,351
856.857,300
857.535,327
858.213,300
858.89,299
859.568,359
860.246,446
860.923,619
861.601,477
862.279,362
